chart_week,current_week,title,performer,danceability,energy,loudness,speechiness,acousticness,liveness,tempo,valence,time_signature,duration_ms,genres
2022-04-16,1,As It Was,Harry Styles,0.52,0.731,-5.338,0.0557,0.342,0.311,173.93,0.662,4,167303,['pop']
2022-04-16,2,Heat Waves,Glass Animals,0.761,0.525,-6.9,0.0944,0.44,0.0921,80.87,0.531,4,238805,"['gauze pop', 'indietronica', 'modern rock', 'pov: indie', 'shiver pop']"
2022-04-16,3,Big Energy,Latto,0.935,0.807,-3.838,0.114,0.0514,0.349,106.017,0.813,4,173182,['trap queen']
2022-04-16,4,Stay,The Kid LAROI & Justin Bieber,0.591,0.764,-5.484,0.0483,0.0383,0.103,169.928,0.478,4,141806,['australian hip hop']
2022-04-16,5,Enemy,Imagine Dragons X JID,0.728,0.783,-4.424,0.266,0.237,0.434,77.011,0.555,4,173381,"['modern rock', 'pop', 'rock']"
2022-04-16,6,Super Gremlin,Kodak Black,0.825,0.414,-6.634,0.144,0.00265,0.357,72.993,0.106,4,200548,"['florida drill', 'florida rap', 'melodic rap', 'miami hip hop', 'rap', 'trap', 'trap latino']"
2022-04-16,7,Ghost,Justin Bieber,0.601,0.741,-5.569,0.0478,0.185,0.415,153.96,0.441,4,153190,"['canadian pop', 'pop']"
2022-04-16,8,Woman,Doja Cat,0.824,0.764,-4.175,0.0854,0.0888,0.117,107.998,0.881,4,172627,"['dance pop', 'pop']"
2022-04-16,9,abcdefu,GAYLE,0.695,0.54,-5.692,0.0493,0.299,0.367,121.932,0.415,4,168602,"['alt z', 'modern alternative pop']"
2022-04-16,10,Thats What I Want,Lil Nas X,0.737,0.846,-4.51,0.22,0.00614,0.0486,87.981,0.546,4,143901,['lgbtq+ hip hop']
2022-04-23,1,First Class,Jack Harlow,0.902,0.582,-5.902,0.109,0.111,0.111,107.005,0.332,4,173948,"['deep underground hip hop', 'hip hop', 'kentucky hip hop', 'pop rap', 'rap']"
2022-04-23,2,As It Was,Harry Styles,0.52,0.731,-5.338,0.0557,0.342,0.311,173.93,0.662,4,167303,['pop']
2022-04-23,3,Heat Waves,Glass Animals,0.761,0.525,-6.9,0.0944,0.44,0.0921,80.87,0.531,4,238805,"['gauze pop', 'indietronica', 'modern rock', 'pov: indie', 'shiver pop']"
2022-04-23,4,Big Energy,Latto,0.935,0.807,-3.838,0.114,0.0514,0.349,106.017,0.813,4,173182,['trap queen']
2022-04-23,5,Enemy,Imagine Dragons X JID,0.728,0.783,-4.424,0.266,0.237,0.434,77.011,0.555,4,173381,"['modern rock', 'pop', 'rock']"
2022-04-23,6,Stay,The Kid LAROI & Justin Bieber,0.591,0.764,-5.484,0.0483,0.0383,0.103,169.928,0.478,4,141806,['australian hip hop']
2022-04-23,7,Super Gremlin,Kodak Black,0.825,0.414,-6.634,0.144,0.00265,0.357,72.993,0.106,4,200548,"['florida drill', 'florida rap', 'melodic rap', 'miami hip hop', 'rap', 'trap', 'trap latino']"
2022-04-23,8,Woman,Doja Cat,0.824,0.764,-4.175,0.0854,0.0888,0.117,107.998,0.881,4,172627,"['dance pop', 'pop']"
2022-04-23,9,Ghost,Justin Bieber,0.601,0.741,-5.569,0.0478,0.185,0.415,153.96,0.441,4,153190,"['canadian pop', 'pop']"
2022-04-23,10,Thats What I Want,Lil Nas X,0.737,0.846,-4.51,0.22,0.00614,0.0486,87.981,0.546,4,143901,['lgbtq+ hip hop']
2022-04-30,1,As It Was,Harry Styles,0.52,0.731,-5.338,0.0557,0.342,0.311,173.93,0.662,4,167303,['pop']
2022-04-30,2,First Class,Jack Harlow,0.902,0.582,-5.902,0.109,0.111,0.111,107.005,0.332,4,173948,"['deep underground hip hop', 'hip hop', 'kentucky hip hop', 'pop rap', 'rap']"
2022-04-30,3,Heat Waves,Glass Animals,0.761,0.525,-6.9,0.0944,0.44,0.0921,80.87,0.531,4,238805,"['gauze pop', 'indietronica', 'modern rock', 'pov: indie', 'shiver pop']"
2022-04-30,4,Big Energy,Latto,0.935,0.807,-3.838,0.114,0.0514,0.349,106.017,0.813,4,173182,['trap queen']
2022-04-30,5,Enemy,Imagine Dragons X JID,0.728,0.783,-4.424,0.266,0.237,0.434,77.011,0.555,4,173381,"['modern rock', 'pop', 'rock']"
2022-04-30,6,Stay,The Kid LAROI & Justin Bieber,0.591,0.764,-5.484,0.0483,0.0383,0.103,169.928,0.478,4,141806,['australian hip hop']
2022-04-30,7,Don't Think Jesus,Morgan Wallen,0.578,0.431,-7.034,0.0269,0.469,0.137,116.979,0.21,3,226975,['contemporary country']
2022-04-30,8,Woman,Doja Cat,0.824,0.764,-4.175,0.0854,0.0888,0.117,107.998,0.881,4,172627,"['dance pop', 'pop']"
2022-04-30,9,Super Gremlin,Kodak Black,0.825,0.414,-6.634,0.144,0.00265,0.357,72.993,0.106,4,200548,"['florida drill', 'florida rap', 'melodic rap', 'miami hip hop', 'rap', 'trap', 'trap latino']"
2022-04-30,10,Ghost,Justin Bieber,0.601,0.741,-5.569,0.0478,0.185,0.415,153.96,0.441,4,153190,"['canadian pop', 'pop']"
2022-05-07,1,As It Was,Harry Styles,0.52,0.731,-5.338,0.0557,0.342,0.311,173.93,0.662,4,167303,['pop']
2022-05-07,2,First Class,Jack Harlow,0.902,0.582,-5.902,0.109,0.111,0.111,107.005,0.332,4,173948,"['deep underground hip hop', 'hip hop', 'kentucky hip hop', 'pop rap', 'rap']"
2022-05-07,3,Heat Waves,Glass Animals,0.761,0.525,-6.9,0.0944,0.44,0.0921,80.87,0.531,4,238805,"['gauze pop', 'indietronica', 'modern rock', 'pov: indie', 'shiver pop']"
2022-05-07,4,Big Energy,Latto,0.935,0.807,-3.838,0.114,0.0514,0.349,106.017,0.813,4,173182,['trap queen']
2022-05-07,5,Enemy,Imagine Dragons X JID,0.728,0.783,-4.424,0.266,0.237,0.434,77.011,0.555,4,173381,"['modern rock', 'pop', 'rock']"
2022-05-07,6,Stay,The Kid LAROI & Justin Bieber,0.591,0.764,-5.484,0.0483,0.0383,0.103,169.928,0.478,4,141806,['australian hip hop']
2022-05-07,7,Woman,Doja Cat,0.824,0.764,-4.175,0.0854,0.0888,0.117,107.998,0.881,4,172627,"['dance pop', 'pop']"
2022-05-07,8,Ghost,Justin Bieber,0.601,0.741,-5.569,0.0478,0.185,0.415,153.96,0.441,4,153190,"['canadian pop', 'pop']"
2022-05-07,9,Super Gremlin,Kodak Black,0.825,0.414,-6.634,0.144,0.00265,0.357,72.993,0.106,4,200548,"['florida drill', 'florida rap', 'melodic rap', 'miami hip hop', 'rap', 'trap', 'trap latino']"
2022-05-07,10,Thats What I Want,Lil Nas X,0.737,0.846,-4.51,0.22,0.00614,0.0486,87.981,0.546,4,143901,['lgbtq+ hip hop']
2022-05-14,1,Wait For U,Future Featuring Drake & Tems,0.463,0.642,-4.474,0.34,0.314,0.0686,83.389,0.339,4,189893,"['atl hip hop', 'hip hop', 'rap', 'southern hip hop', 'trap']"
2022-05-14,2,As It Was,Harry Styles,0.52,0.731,-5.338,0.0557,0.342,0.311,173.93,0.662,4,167303,['pop']
2022-05-14,3,First Class,Jack Harlow,0.902,0.582,-5.902,0.109,0.111,0.111,107.005,0.332,4,173948,"['deep underground hip hop', 'hip hop', 'kentucky hip hop', 'pop rap', 'rap']"
2022-05-14,4,Puffin On Zootiez,Future,0.883,0.657,-5.748,0.305,0.0603,0.128,124.992,0.284,4,172933,"['atl hip hop', 'hip hop', 'rap', 'southern hip hop', 'trap']"
2022-05-14,5,Heat Waves,Glass Animals,0.761,0.525,-6.9,0.0944,0.44,0.0921,80.87,0.531,4,238805,"['gauze pop', 'indietronica', 'modern rock', 'pov: indie', 'shiver pop']"
2022-05-14,6,Big Energy,Latto,0.935,0.807,-3.838,0.114,0.0514,0.349,106.017,0.813,4,173182,['trap queen']
2022-05-14,7,Enemy,Imagine Dragons X JID,0.728,0.783,-4.424,0.266,0.237,0.434,77.011,0.555,4,173381,"['modern rock', 'pop', 'rock']"
2022-05-14,8,712PM,Future,0.711,0.686,-6.409,0.271,0.0355,0.124,146.971,0.536,4,173187,"['atl hip hop', 'hip hop', 'rap', 'southern hip hop', 'trap']"
2022-05-14,9,Stay,The Kid LAROI & Justin Bieber,0.591,0.764,-5.484,0.0483,0.0383,0.103,169.928,0.478,4,141806,['australian hip hop']
2022-05-14,10,I'm Dat N***a,Future,0.911,0.573,-5.573,0.163,0.0112,0.131,144.026,0.145,4,271840,"['atl hip hop', 'hip hop', 'rap', 'southern hip hop', 'trap']"
2022-05-21,1,First Class,Jack Harlow,0.902,0.582,-5.902,0.109,0.111,0.111,107.005,0.332,4,173948,"['deep underground hip hop', 'hip hop', 'kentucky hip hop', 'pop rap', 'rap']"
2022-05-21,2,As It Was,Harry Styles,0.52,0.731,-5.338,0.0557,0.342,0.311,173.93,0.662,4,167303,['pop']
2022-05-21,3,Wait For U,Future Featuring Drake & Tems,0.463,0.642,-4.474,0.34,0.314,0.0686,83.389,0.339,4,189893,"['atl hip hop', 'hip hop', 'rap', 'southern hip hop', 'trap']"
2022-05-21,4,Moscow Mule,Bad Bunny,0.804,0.674,-5.453,0.0333,0.294,0.115,99.968,0.292,4,245940,"['reggaeton', 'trap latino', 'urbano latino']"
2022-05-21,5,Titi Me Pregunto,Bad Bunny,0.65,0.715,-5.198,0.253,0.0993,0.126,106.672,0.187,4,243717,"['reggaeton', 'trap latino', 'urbano latino']"
2022-05-21,6,Despues de La Playa,Bad Bunny,0.564,0.903,-3.221,0.307,0.356,0.175,78.293,0.607,4,230400,"['reggaeton', 'trap latino', 'urbano latino']"
2022-05-21,7,Heat Waves,Glass Animals,0.761,0.525,-6.9,0.0944,0.44,0.0921,80.87,0.531,4,238805,"['gauze pop', 'indietronica', 'modern rock', 'pov: indie', 'shiver pop']"
2022-05-21,8,Big Energy,Latto,0.935,0.807,-3.838,0.114,0.0514,0.349,106.017,0.813,4,173182,['trap queen']
2022-05-21,9,About Damn Time,Lizzo,0.836,0.743,-6.305,0.0656,0.0995,0.335,108.966,0.722,4,191822,"['escape room', 'minnesota hip hop', 'pop', 'trap queen']"
2022-05-21,10,Me Porto Bonito,Bad Bunny & Chencho Corleone,0.911,0.712,-5.105,0.0817,0.0901,0.0933,92.005,0.425,4,178567,"['reggaeton', 'trap latino', 'urbano latino']"
2022-05-28,1,First Class,Jack Harlow,0.902,0.582,-5.902,0.109,0.111,0.111,107.005,0.332,4,173948,"['deep underground hip hop', 'hip hop', 'kentucky hip hop', 'pop rap', 'rap']"
2022-05-28,2,As It Was,Harry Styles,0.52,0.731,-5.338,0.0557,0.342,0.311,173.93,0.662,4,167303,['pop']
2022-05-28,3,N95,Kendrick Lamar,0.79,0.67,-5.527,0.105,0.377,0.119,139.956,0.408,4,195950,"['conscious hip hop', 'hip hop', 'rap', 'west coast rap']"
2022-05-28,4,Wait For U,Future Featuring Drake & Tems,0.463,0.642,-4.474,0.34,0.314,0.0686,83.389,0.339,4,189893,"['atl hip hop', 'hip hop', 'rap', 'southern hip hop', 'trap']"
2022-05-28,5,Die Hard,"Kendrick Lamar, Blxst & Amanda Reifer",0.775,0.736,-8.072,0.247,0.319,0.127,100.988,0.362,4,239027,"['conscious hip hop', 'hip hop', 'rap', 'west coast rap']"
2022-05-28,6,You Proof,Morgan Wallen,0.728,0.818,-5.068,0.0329,0.323,0.582,119.706,0.681,4,157478,['contemporary country']
2022-05-28,7,Silent Hill,Kendrick Lamar & Kodak Black,0.907,0.577,-6.737,0.0767,0.438,0.137,140.07,0.801,4,220779,"['conscious hip hop', 'hip hop', 'rap', 'west coast rap']"
2022-05-28,8,United In Grief,Kendrick Lamar,0.529,0.845,-8.142,0.404,0.244,0.143,85.63,0.331,3,255378,"['conscious hip hop', 'hip hop', 'rap', 'west coast rap']"
2022-05-28,9,About Damn Time,Lizzo,0.836,0.743,-6.305,0.0656,0.0995,0.335,108.966,0.722,4,191822,"['escape room', 'minnesota hip hop', 'pop', 'trap queen']"
2022-05-28,10,Big Energy,Latto,0.935,0.807,-3.838,0.114,0.0514,0.349,106.017,0.813,4,173182,['trap queen']
2022-06-04,1,As It Was,Harry Styles,0.52,0.731,-5.338,0.0557,0.342,0.311,173.93,0.662,4,167303,['pop']
2022-06-04,2,First Class,Jack Harlow,0.902,0.582,-5.902,0.109,0.111,0.111,107.005,0.332,4,173948,"['deep underground hip hop', 'hip hop', 'kentucky hip hop', 'pop rap', 'rap']"
2022-06-04,3,Wait For U,Future Featuring Drake & Tems,0.463,0.642,-4.474,0.34,0.314,0.0686,83.389,0.339,4,189893,"['atl hip hop', 'hip hop', 'rap', 'southern hip hop', 'trap']"
2022-06-04,4,Late Night Talking,Harry Styles,0.714,0.728,-4.595,0.0468,0.298,0.106,114.996,0.901,4,177955,['pop']
2022-06-04,5,About Damn Time,Lizzo,0.836,0.743,-6.305,0.0656,0.0995,0.335,108.966,0.722,4,191822,"['escape room', 'minnesota hip hop', 'pop', 'trap queen']"
2022-06-04,6,Heat Waves,Glass Animals,0.761,0.525,-6.9,0.0944,0.44,0.0921,80.87,0.531,4,238805,"['gauze pop', 'indietronica', 'modern rock', 'pov: indie', 'shiver pop']"
2022-06-04,7,Big Energy,Latto,0.935,0.807,-3.838,0.114,0.0514,0.349,106.017,0.813,4,173182,['trap queen']
2022-06-04,8,Music For A Sushi Restaurant,Harry Styles,0.72,0.715,-4.652,0.04,0.258,0.107,107.041,0.357,4,193813,['pop']
2022-06-04,9,Matilda,Harry Styles,0.507,0.294,-10.0,0.04,0.896,0.0966,114.199,0.386,4,245964,['pop']
2022-06-04,10,Me Porto Bonito,Bad Bunny & Chencho Corleone,0.911,0.712,-5.105,0.0817,0.0901,0.0933,92.005,0.425,4,178567,"['reggaeton', 'trap latino', 'urbano latino']"
2022-06-11,1,As It Was,Harry Styles,0.52,0.731,-5.338,0.0557,0.342,0.311,173.93,0.662,4,167303,['pop']
2022-06-11,2,First Class,Jack Harlow,0.902,0.582,-5.902,0.109,0.111,0.111,107.005,0.332,4,173948,"['deep underground hip hop', 'hip hop', 'kentucky hip hop', 'pop rap', 'rap']"
2022-06-11,3,Wait For U,Future Featuring Drake & Tems,0.463,0.642,-4.474,0.34,0.314,0.0686,83.389,0.339,4,189893,"['atl hip hop', 'hip hop', 'rap', 'southern hip hop', 'trap']"
2022-06-11,4,About Damn Time,Lizzo,0.836,0.743,-6.305,0.0656,0.0995,0.335,108.966,0.722,4,191822,"['escape room', 'minnesota hip hop', 'pop', 'trap queen']"
2022-06-11,5,Heat Waves,Glass Animals,0.761,0.525,-6.9,0.0944,0.44,0.0921,80.87,0.531,4,238805,"['gauze pop', 'indietronica', 'modern rock', 'pov: indie', 'shiver pop']"
2022-06-11,6,Big Energy,Latto,0.935,0.807,-3.838,0.114,0.0514,0.349,106.017,0.813,4,173182,['trap queen']
2022-06-11,7,Me Porto Bonito,Bad Bunny & Chencho Corleone,0.911,0.712,-5.105,0.0817,0.0901,0.0933,92.005,0.425,4,178567,"['reggaeton', 'trap latino', 'urbano latino']"
2022-06-11,8,Running Up That Hill (A Deal With God),Kate Bush,0.629,0.545,-13.123,0.0546,0.719,0.0604,108.376,0.194,4,298933,"['art pop', 'art rock', 'baroque pop', 'new wave pop', 'permanent wave', 'piano rock', 'singer-songwriter']"
2022-06-11,9,Late Night Talking,Harry Styles,0.714,0.728,-4.595,0.0468,0.298,0.106,114.996,0.901,4,177955,['pop']
2022-06-11,10,Stay,The Kid LAROI & Justin Bieber,0.591,0.764,-5.484,0.0483,0.0383,0.103,169.928,0.478,4,141806,['australian hip hop']
2022-06-18,1,As It Was,Harry Styles,0.52,0.731,-5.338,0.0557,0.342,0.311,173.93,0.662,4,167303,['pop']
2022-06-18,2,First Class,Jack Harlow,0.902,0.582,-5.902,0.109,0.111,0.111,107.005,0.332,4,173948,"['deep underground hip hop', 'hip hop', 'kentucky hip hop', 'pop rap', 'rap']"
2022-06-18,3,Wait For U,Future Featuring Drake & Tems,0.463,0.642,-4.474,0.34,0.314,0.0686,83.389,0.339,4,189893,"['atl hip hop', 'hip hop', 'rap', 'southern hip hop', 'trap']"
2022-06-18,4,Running Up That Hill (A Deal With God),Kate Bush,0.629,0.545,-13.123,0.0546,0.719,0.0604,108.376,0.194,4,298933,"['art pop', 'art rock', 'baroque pop', 'new wave pop', 'permanent wave', 'piano rock', 'singer-songwriter']"
2022-06-18,5,About Damn Time,Lizzo,0.836,0.743,-6.305,0.0656,0.0995,0.335,108.966,0.722,4,191822,"['escape room', 'minnesota hip hop', 'pop', 'trap queen']"
2022-06-18,6,Heat Waves,Glass Animals,0.761,0.525,-6.9,0.0944,0.44,0.0921,80.87,0.531,4,238805,"['gauze pop', 'indietronica', 'modern rock', 'pov: indie', 'shiver pop']"
2022-06-18,7,Big Energy,Latto,0.935,0.807,-3.838,0.114,0.0514,0.349,106.017,0.813,4,173182,['trap queen']
2022-06-18,8,Me Porto Bonito,Bad Bunny & Chencho Corleone,0.911,0.712,-5.105,0.0817,0.0901,0.0933,92.005,0.425,4,178567,"['reggaeton', 'trap latino', 'urbano latino']"
2022-06-18,9,I Like You (A Happier Song),Post Malone Featuring Doja Cat,0.733,0.67,-6.009,0.0751,0.121,0.121,100.964,0.472,4,192841,"['dfw rap', 'melodic rap', 'pop', 'rap']"
2022-06-18,10,Titi Me Pregunto,Bad Bunny,0.65,0.715,-5.198,0.253,0.0993,0.126,106.672,0.187,4,243717,"['reggaeton', 'trap latino', 'urbano latino']"
2022-06-25,1,As It Was,Harry Styles,0.52,0.731,-5.338,0.0557,0.342,0.311,173.93,0.662,4,167303,['pop']
2022-06-25,2,First Class,Jack Harlow,0.902,0.582,-5.902,0.109,0.111,0.111,107.005,0.332,4,173948,"['deep underground hip hop', 'hip hop', 'kentucky hip hop', 'pop rap', 'rap']"
2022-06-25,3,Wait For U,Future Featuring Drake & Tems,0.463,0.642,-4.474,0.34,0.314,0.0686,83.389,0.339,4,189893,"['atl hip hop', 'hip hop', 'rap', 'southern hip hop', 'trap']"
2022-06-25,4,About Damn Time,Lizzo,0.836,0.743,-6.305,0.0656,0.0995,0.335,108.966,0.722,4,191822,"['escape room', 'minnesota hip hop', 'pop', 'trap queen']"
2022-06-25,5,Running Up That Hill (A Deal With God),Kate Bush,0.629,0.545,-13.123,0.0546,0.719,0.0604,108.376,0.194,4,298933,"['art pop', 'art rock', 'baroque pop', 'new wave pop', 'permanent wave', 'piano rock', 'singer-songwriter']"
2022-06-25,6,Heat Waves,Glass Animals,0.761,0.525,-6.9,0.0944,0.44,0.0921,80.87,0.531,4,238805,"['gauze pop', 'indietronica', 'modern rock', 'pov: indie', 'shiver pop']"
2022-06-25,7,Big Energy,Latto,0.935,0.807,-3.838,0.114,0.0514,0.349,106.017,0.813,4,173182,['trap queen']
2022-06-25,8,Me Porto Bonito,Bad Bunny & Chencho Corleone,0.911,0.712,-5.105,0.0817,0.0901,0.0933,92.005,0.425,4,178567,"['reggaeton', 'trap latino', 'urbano latino']"
2022-06-25,9,Titi Me Pregunto,Bad Bunny,0.65,0.715,-5.198,0.253,0.0993,0.126,106.672,0.187,4,243717,"['reggaeton', 'trap latino', 'urbano latino']"
2022-06-25,10,Glimpse Of Us,Joji,0.44,0.317,-9.258,0.0531,0.891,0.141,169.914,0.268,3,233456,['viral pop']
2022-07-02,1,Jimmy Cooks,Drake Featuring 21 Savage,0.529,0.673,-4.711,0.175,0.000307,0.093,165.921,0.366,4,218365,"['canadian hip hop', 'canadian pop', 'hip hop', 'pop rap', 'rap']"
2022-07-02,2,As It Was,Harry Styles,0.52,0.731,-5.338,0.0557,0.342,0.311,173.93,0.662,4,167303,['pop']
2022-07-02,3,First Class,Jack Harlow,0.902,0.582,-5.902,0.109,0.111,0.111,107.005,0.332,4,173948,"['deep underground hip hop', 'hip hop', 'kentucky hip hop', 'pop rap', 'rap']"
2022-07-02,4,Wait For U,Future Featuring Drake & Tems,0.463,0.642,-4.474,0.34,0.314,0.0686,83.389,0.339,4,189893,"['atl hip hop', 'hip hop', 'rap', 'southern hip hop', 'trap']"
2022-07-02,5,About Damn Time,Lizzo,0.836,0.743,-6.305,0.0656,0.0995,0.335,108.966,0.722,4,191822,"['escape room', 'minnesota hip hop', 'pop', 'trap queen']"
2022-07-02,6,Sticky,Drake,0.853,0.495,-14.63,0.14,0.0917,0.0844,137.027,0.0774,4,243228,"['canadian hip hop', 'canadian pop', 'hip hop', 'pop rap', 'rap']"
2022-07-02,7,Falling Back,Drake,0.718,0.758,-8.29,0.0703,0.238,0.11,118.989,0.349,4,266179,"['canadian hip hop', 'canadian pop', 'hip hop', 'pop rap', 'rap']"
2022-07-02,8,Glimpse Of Us,Joji,0.44,0.317,-9.258,0.0531,0.891,0.141,169.914,0.268,3,233456,['viral pop']
2022-07-02,9,Running Up That Hill (A Deal With God),Kate Bush,0.629,0.545,-13.123,0.0546,0.719,0.0604,108.376,0.194,4,298933,"['art pop', 'art rock', 'baroque pop', 'new wave pop', 'permanent wave', 'piano rock', 'singer-songwriter']"
2022-07-02,10,Heat Waves,Glass Animals,0.761,0.525,-6.9,0.0944,0.44,0.0921,80.87,0.531,4,238805,"['gauze pop', 'indietronica', 'modern rock', 'pov: indie', 'shiver pop']"
2022-07-09,1,As It Was,Harry Styles,0.52,0.731,-5.338,0.0557,0.342,0.311,173.93,0.662,4,167303,['pop']
2022-07-09,2,First Class,Jack Harlow,0.902,0.582,-5.902,0.109,0.111,0.111,107.005,0.332,4,173948,"['deep underground hip hop', 'hip hop', 'kentucky hip hop', 'pop rap', 'rap']"
2022-07-09,3,About Damn Time,Lizzo,0.836,0.743,-6.305,0.0656,0.0995,0.335,108.966,0.722,4,191822,"['escape room', 'minnesota hip hop', 'pop', 'trap queen']"
2022-07-09,4,Wait For U,Future Featuring Drake & Tems,0.463,0.642,-4.474,0.34,0.314,0.0686,83.389,0.339,4,189893,"['atl hip hop', 'hip hop', 'rap', 'southern hip hop', 'trap']"
2022-07-09,5,Jimmy Cooks,Drake Featuring 21 Savage,0.529,0.673,-4.711,0.175,0.000307,0.093,165.921,0.366,4,218365,"['canadian hip hop', 'canadian pop', 'hip hop', 'pop rap', 'rap']"
2022-07-09,6,Running Up That Hill (A Deal With God),Kate Bush,0.629,0.545,-13.123,0.0546,0.719,0.0604,108.376,0.194,4,298933,"['art pop', 'art rock', 'baroque pop', 'new wave pop', 'permanent wave', 'piano rock', 'singer-songwriter']"
2022-07-09,7,Break My Soul,Beyonce,0.693,0.887,-5.039,0.0795,0.0581,0.27,114.942,0.864,4,278282,"['pop', 'r&b']"
2022-07-09,8,Me Porto Bonito,Bad Bunny & Chencho Corleone,0.911,0.712,-5.105,0.0817,0.0901,0.0933,92.005,0.425,4,178567,"['reggaeton', 'trap latino', 'urbano latino']"
2022-07-09,9,Heat Waves,Glass Animals,0.761,0.525,-6.9,0.0944,0.44,0.0921,80.87,0.531,4,238805,"['gauze pop', 'indietronica', 'modern rock', 'pov: indie', 'shiver pop']"
2022-07-09,10,Glimpse Of Us,Joji,0.44,0.317,-9.258,0.0531,0.891,0.141,169.914,0.268,3,233456,['viral pop']
2022-07-16,1,As It Was,Harry Styles,0.52,0.731,-5.338,0.0557,0.342,0.311,173.93,0.662,4,167303,['pop']
2022-07-16,2,About Damn Time,Lizzo,0.836,0.743,-6.305,0.0656,0.0995,0.335,108.966,0.722,4,191822,"['escape room', 'minnesota hip hop', 'pop', 'trap queen']"
2022-07-16,3,First Class,Jack Harlow,0.902,0.582,-5.902,0.109,0.111,0.111,107.005,0.332,4,173948,"['deep underground hip hop', 'hip hop', 'kentucky hip hop', 'pop rap', 'rap']"
2022-07-16,4,Running Up That Hill (A Deal With God),Kate Bush,0.629,0.545,-13.123,0.0546,0.719,0.0604,108.376,0.194,4,298933,"['art pop', 'art rock', 'baroque pop', 'new wave pop', 'permanent wave', 'piano rock', 'singer-songwriter']"
2022-07-16,5,Wait For U,Future Featuring Drake & Tems,0.463,0.642,-4.474,0.34,0.314,0.0686,83.389,0.339,4,189893,"['atl hip hop', 'hip hop', 'rap', 'southern hip hop', 'trap']"
2022-07-16,6,Jimmy Cooks,Drake Featuring 21 Savage,0.529,0.673,-4.711,0.175,0.000307,0.093,165.921,0.366,4,218365,"['canadian hip hop', 'canadian pop', 'hip hop', 'pop rap', 'rap']"
2022-07-16,7,Me Porto Bonito,Bad Bunny & Chencho Corleone,0.911,0.712,-5.105,0.0817,0.0901,0.0933,92.005,0.425,4,178567,"['reggaeton', 'trap latino', 'urbano latino']"
2022-07-16,8,Heat Waves,Glass Animals,0.761,0.525,-6.9,0.0944,0.44,0.0921,80.87,0.531,4,238805,"['gauze pop', 'indietronica', 'modern rock', 'pov: indie', 'shiver pop']"
2022-07-16,9,Break My Soul,Beyonce,0.693,0.887,-5.039,0.0795,0.0581,0.27,114.942,0.864,4,278282,"['pop', 'r&b']"
2022-07-16,10,Big Energy,Latto,0.935,0.807,-3.838,0.114,0.0514,0.349,106.017,0.813,4,173182,['trap queen']
2022-07-23,1,As It Was,Harry Styles,0.52,0.731,-5.338,0.0557,0.342,0.311,173.93,0.662,4,167303,['pop']
2022-07-23,2,About Damn Time,Lizzo,0.836,0.743,-6.305,0.0656,0.0995,0.335,108.966,0.722,4,191822,"['escape room', 'minnesota hip hop', 'pop', 'trap queen']"
2022-07-23,3,First Class,Jack Harlow,0.902,0.582,-5.902,0.109,0.111,0.111,107.005,0.332,4,173948,"['deep underground hip hop', 'hip hop', 'kentucky hip hop', 'pop rap', 'rap']"
2022-07-23,4,Running Up That Hill (A Deal With God),Kate Bush,0.629,0.545,-13.123,0.0546,0.719,0.0604,108.376,0.194,4,298933,"['art pop', 'art rock', 'baroque pop', 'new wave pop', 'permanent wave', 'piano rock', 'singer-songwriter']"
2022-07-23,5,Wait For U,Future Featuring Drake & Tems,0.463,0.642,-4.474,0.34,0.314,0.0686,83.389,0.339,4,189893,"['atl hip hop', 'hip hop', 'rap', 'southern hip hop', 'trap']"
